relative_radius,current_std
0.1,0.0173412888314762
0.2,0.0636368940575257
0.3,0.132222019565679
0.4,0.210281405346918
0.5,0.292160989828474
0.6,0.373175544742504
0.7,0.452693965893229
0.8,0.537962154555031
0.9,0.675270084670349
